repo,pr_number,category,pr_url,commit,commit_url,initial_flag,refactoring_type,refactoring_detail,confirmed_refactoring_flag,covered_refactoring_flag,floss_refactoring_flag,notes
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,https://github.com/apache/flink/commit/859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Return Type,"AbstractFsCheckpointStorage to CheckpointStorage in method protected createCheckpointStorageWithSavepointDir(checkpointDir Path, savepointDir Path) : CheckpointStorage in class org.apache.flink.runtime.state.filesystem.FsCheckpointStorageTest",true,true,false,Refactoring applied to indirectly address a review comment 
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,https://github.com/apache/flink/commit/859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Rename Attribute,checkpointStreamFactory : CheckpointStreamFactory to checkpointStorageLocation : CheckpointStorageLocation in class org.apache.flink.runtime.state.StateBackendMigrationTestBase,true,false,false,No notes.
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,https://github.com/apache/flink/commit/859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Attribute Type,checkpointStreamFactory : CheckpointStreamFactory to checkpointStorageLocation : CheckpointStorageLocation in class org.apache.flink.runtime.state.StateBackendMigrationTestBase,true,false,false,No notes.
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,https://github.com/apache/flink/commit/859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Return Type,AbstractFsCheckpointStorage to CheckpointStorage in method protected abstract createCheckpointStorage(checkpointDir Path) : CheckpointStorage in class org.apache.flink.runtime.state.filesystem.AbstractFileCheckpointStorageTestBase,true,true,false,Refactoring applied to indirectly address a review comment 
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,https://github.com/apache/flink/commit/859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Return Type,"AbstractFsCheckpointStorage to CheckpointStorage in method protected abstract createCheckpointStorageWithSavepointDir(checkpointDir Path, savepointDir Path) : CheckpointStorage in class org.apache.flink.runtime.state.filesystem.AbstractFileCheckpointStorageTestBase",true,true,false,Refactoring applied to indirectly address a review comment 
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,https://github.com/apache/flink/commit/859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Variable Type,storage : AbstractFsCheckpointStorage to storage : CheckpointStorage in method public testPointerPathResolution() : void in class org.apache.flink.runtime.state.filesystem.AbstractFileCheckpointStorageTestBase,true,true,false,Refactoring applied to indirectly address a review comment 
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,https://github.com/apache/flink/commit/859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Variable Type,storage : AbstractFsCheckpointStorage to storage : CheckpointStorage in method public testFailingPointerPathResolution() : void in class org.apache.flink.runtime.state.filesystem.AbstractFileCheckpointStorageTestBase,true,true,false,Refactoring applied to indirectly address a review comment 
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,https://github.com/apache/flink/commit/859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Variable Type,storage1 : AbstractFsCheckpointStorage to storage1 : CheckpointStorage in method public testPersistMultipleMetadataOnlyCheckpoints() : void in class org.apache.flink.runtime.state.filesystem.AbstractFileCheckpointStorageTestBase,true,true,false,Refactoring applied to indirectly address a review comment 
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,https://github.com/apache/flink/commit/859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Variable Type,storage2 : AbstractFsCheckpointStorage to storage2 : CheckpointStorage in method public testPersistMultipleMetadataOnlyCheckpoints() : void in class org.apache.flink.runtime.state.filesystem.AbstractFileCheckpointStorageTestBase,true,true,false,Refactoring applied to indirectly address a review comment 
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,https://github.com/apache/flink/commit/859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Variable Type,storage : AbstractFsCheckpointStorage to storage : CheckpointStorage in method public writeToAlreadyExistingCheckpointFails() : void in class org.apache.flink.runtime.state.filesystem.AbstractFileCheckpointStorageTestBase,true,true,false,Refactoring applied to indirectly address a review comment 
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,https://github.com/apache/flink/commit/859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Variable Type,storage : AbstractFsCheckpointStorage to storage : CheckpointStorage in method public testNoSavepointPathConfiguredNoTarget() : void in class org.apache.flink.runtime.state.filesystem.AbstractFileCheckpointStorageTestBase,true,true,false,Refactoring applied to indirectly address a review comment 
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,https://github.com/apache/flink/commit/859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Variable Type,"storage : AbstractFsCheckpointStorage to storage : CheckpointStorage in method private testSavepoint(savepointDir Path, customDir Path, expectedParent Path) : void in class org.apache.flink.runtime.state.filesystem.AbstractFileCheckpointStorageTestBase",true,true,false,Refactoring applied to indirectly address a review comment 
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,https://github.com/apache/flink/commit/859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Variable Type,checkpointStorage : CheckpointCoordinatorStorage to checkpointStorage : CheckpointStorageCoordinatorView in method private createTestingSavepoint() : URI in class org.apache.flink.runtime.dispatcher.DispatcherTest,true,true,false,Refactoring applied to indirectly address a review comment 
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,https://github.com/apache/flink/commit/859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Return Type,CheckpointStorage to CheckpointStorageWorkerView in method public getCheckpointStorage() : CheckpointStorageWorkerView in class org.apache.flink.streaming.util.MockStreamTask,true,true,false,Refactoring led by author’s suggestion in the discussion.
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,https://github.com/apache/flink/commit/859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Attribute Type,checkpointStorage : CheckpointStorage to checkpointStorage : CheckpointStorageWorkerView in class org.apache.flink.streaming.util.MockStreamTask,true,true,false,Refactoring led by author’s suggestion in the discussion.
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,https://github.com/apache/flink/commit/859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Parameter Type,"checkpointStorage : CheckpointStorage to checkpointStorage : CheckpointStorageWorkerView in method public MockStreamTask(environment Environment, name String, checkpointLock Object, config StreamConfig, executionConfig ExecutionConfig, streamTaskStateInitializer StreamTaskStateInitializer, closableRegistry CloseableRegistry, streamStatusMaintainer StreamStatusMaintainer, checkpointStorage CheckpointStorageWorkerView, processingTimeService ProcessingTimeService, handleAsyncException BiConsumer<String,Throwable>, accumulatorMap Map<String,Accumulator<?,?>>) in class org.apache.flink.streaming.util.MockStreamTask",true,true,false,Refactoring led by author’s suggestion in the discussion.
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,https://github.com/apache/flink/commit/859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Return Type,AbstractFsCheckpointStorage to CheckpointStorage in method protected createCheckpointStorage(checkpointDir Path) : CheckpointStorage in class org.apache.flink.runtime.state.memory.MemoryCheckpointStorageTest,true,true,false,Refactoring applied to indirectly address a review comment 
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,https://github.com/apache/flink/commit/859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Return Type,"AbstractFsCheckpointStorage to CheckpointStorage in method protected createCheckpointStorageWithSavepointDir(checkpointDir Path, savepointDir Path) : CheckpointStorage in class org.apache.flink.runtime.state.memory.MemoryCheckpointStorageTest",true,true,false,Refactoring applied to indirectly address a review comment 
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,https://github.com/apache/flink/commit/859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Attribute Type,checkpointStorage : CheckpointStorage to checkpointStorage : CheckpointStorageWorkerView in class org.apache.flink.streaming.util.MockStreamTaskBuilder,true,true,false,Refactoring led by author’s suggestion in the discussion.
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,https://github.com/apache/flink/commit/859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Return Type,CheckpointCoordinatorStorage to CheckpointStorageCoordinatorView in method public getCheckpointStorage() : CheckpointStorageCoordinatorView in class org.apache.flink.runtime.checkpoint.CheckpointCoordinator,true,true,false,Refactoring applied to indirectly address a review comment 
